id,slice,plugin,package,class,file_path,category,issue_type,severity,confidence,status,title,description,instances,trigger_input,suggested_fix,effort,llm_value,related,github_issue
CR-029,A6,org.mwc.debrief.legacy,Debrief.Wrappers,TacticalDataWrapper,org.mwc.debrief.legacy/src/Debrief/Wrappers/TacticalDataWrapper.java,algorithm-correctness,angle-wrap,High,High,verified,"LinearInterpolator applies 360-degree wrap to range, frequency and depth","LinearInterpolator.interp() unconditionally treats any pair whose difference exceeds 180 as an angle and subtracts 360 from values above 180. It is used by SensorWrapper.createItem for range (yards/metres) and frequency (Hz) and by TMAWrapper.createItem for depth, speed, minima/maxima, so resampling sensor or TMA data with ranges like 100->5000 yds or frequencies like 150->400 Hz produces silently wrong interpolated values (verified: 100..5000 midpoint = 2370 instead of 2550). Also _timeDelta==0 (two cuts at the same DTG, which compareTo allows) gives an Infinity gradient.",L119; L125-L140; SensorWrapper L1052; SensorWrapper L1060-L1064; TMAWrapper L507,"Sensor with ranged cuts (e.g. 100 yds then 5000 yds) or frequency data spanning >180 Hz, then set 'Resample data at' on the sensor",Add a separate interpAngle() for bearings/orientation and keep interp() purely linear; guard _timeDelta==0.,S,Only visible by reading which quantities the shared interpolator is applied to; each call site looks correct in isolation.,-,
CR-030,A6,org.mwc.debrief.legacy,Debrief.Wrappers.Track,TrackSegment,org.mwc.debrief.legacy/src/Debrief/Wrappers/Track/TrackSegment.java,algorithm-correctness,unit-mismatch,High,High,verified,decimateRelativeTMA passes millis to HiResDate micros constructor,"decimateRelativeTMA receives theStartTime in milliseconds (startMicros = theStartTime*1000L at L751 confirms this) but then constructs new HiResDate(0, theStartTime), whose second argument is microseconds, so startDTG is 1000x too early (1970-era). The RelativeTMASegment offset recomputation via interpolateFix/getNearestTo therefore uses a bogus time, and the leg is renamed with a 1970 DTG via sortOutDateLabel. Reached from TrackWrapper.setResampleDataAt -> seg.decimate -> decimateRelative for CoreTMASegment legs.",L751; L760; L779,"Track whose first leg is a RelativeTMASegment, set 'Resample data at' on the parent track in the Properties view",Use new HiResDate(theStartTime) (millis constructor) or pass startMicros; add a unit test for resampling a relative TMA leg that checks the leg name/offset.,S,"Requires tracing the millis/micros convention of theStartTime across three methods and knowing the HiResDate(long,long) signature.",-,
CR-031,A6,org.mwc.debrief.legacy,Debrief.Wrappers.Track,TrackSegment,org.mwc.debrief.legacy/src/Debrief/Wrappers/Track/TrackSegment.java,bug,silent-data-loss,High,High,verified,Equal-start segments silently dropped by SegmentList (compareTo by startDTG),"TrackSegment.compareTo orders solely by startDTG(), and SegmentList (a ConcurrentSkipListSet via Plottables) ignores the boolean from add(), so a second segment whose first fix has the same DTG as an existing segment is silently discarded (verified with ConcurrentSkipListSet: second add returns false). startDTG() is also a mutable key: adding an earlier fix to a segment already in the set (TrackWrapper.addFix always appends to last()) or trimTo() can reorder keys without re-sorting, after which removeElement/first()/last() may target the wrong segment.",L634-L661; TrackWrapper_Support L288-L305; TrackWrapper L1056,"Generate a second TMA leg from cuts starting at the same DTG as an existing leg, or group/merge two tracks whose legs start at the same second",Check the result of super.add() in SegmentList.addSegment and either reject with a message or break ties (name/identity); remove and re-add a segment whenever its start time changes.,M,"Requires linking the comparator, the skip-list container semantics in Plottables and the mutable-key mutation paths.",-,
CR-032,A6,org.mwc.debrief.legacy,Debrief.Wrappers,TrackWrapper,org.mwc.debrief.legacy/src/Debrief/Wrappers/TrackWrapper.java,algorithm-correctness,division-by-zero,High,High,verified,calcCourseSpeed sub-second gaps give Infinity; setResampleDataAt divides by 0,"calcCourseSpeed() computes timeDifference as (micros delta)/1000000 in long arithmetic, so any gap under 1 s becomes 0 and distance/0 yields Infinity (or NaN) which is written into every fix via setSpeed; gaps of 1.9 s are treated as 1 s, inflating speed by up to 2x. 'Calc Course & Speed' is a top-level track menu action, so the wrong speeds are silently persisted and feed TMA/DR reconstruction. Separately, setResampleDataAt computes currentStart / interval (L3360) before the <=0 guard (L3371); the TimeFrequencyPropertyEditor 'None' tag is 0 micros, so selecting it throws ArithmeticException (SensorWrapper.setResampleDataAt guards this correctly); the same method also passes a millis startTime (L3366) to TacticalDataWrapper.decimate which expects micros (harmless only because max() discards it).",L1209; L1212; L3357-L3371; L3366; L3390-L3395,"Track with 1 Hz-or-faster fixes (e.g. NMEA/AIS at 0.5 s, or jittered 0.9 s), then Track > Calc Course & Speed; or select 'None' in the track's 'Resample data at' property","Compute the delta as a double in seconds (micros/1e6d), skip or merge fixes with zero delta, and guard against non-finite results before setSpeed; move the <=0 interval check above the division and pass micros to decimate.",S,Needs reasoning about integer vs floating division and the microsecond units of HiResDate; a grep for '/ 1000000' cannot tell which divisions are integer.,-,
CR-033,A7,org.mwc.debrief.track_shift,org.mwc.debrief.track_shift.ambiguity,AmbiguityResolver,org.mwc.debrief.track_shift/src/org/mwc/debrief/track_shift/ambiguity/AmbiguityResolver.java,algorithm-correctness,angle-wrap,High,High,verified,Domain fold subtracts 180 instead of 360; PermScore folds only once,"In sliceSensorIntoLegsUsingAmbiguity the ambiguous-minus-core delta step is folded with 'valueDelta -= 180d' for the >180 case but '+= 360d' for the <-180 case. A 360-domain jump of +350 becomes +170 instead of -10, giving a huge gapRate that exceeds minZig and falsely ends the current leg / starts a zig (python: 350->170, correct -10; 190->10, correct -170). Separately PermScore (L135-L140) folds the difference of two unwrapped curve values only once, so differences beyond +/-540 are mis-scored.",L1213-L1217; L135-L140,"Towed-array cut pair on a steady leg where (ambig-core) delta moves from -175 to +178 (domain flip) while thisLeg != null: valueDelta=353 -> 173 deg, gapRate>0.5 deg/s -> spurious zig.",Use 'valueDelta -= 360d' (or a shared shortAngle() helper) and make PermScore fold with a while loop or ((x+180)%360+360)%360-180.,S,Only visible by checking the two branches of the fold are symmetric and by reasoning about the unwrapped-domain range of curve outputs.,-,
CR-034,A7,org.mwc.debrief.track_shift,org.mwc.debrief.track_shift.zig_detector.ownship.alternate,AlternateLegWrapper,org.mwc.debrief.track_shift/src/org/mwc/debrief/track_shift/zig_detector/ownship/alternate/AlternateLegWrapper.java,algorithm-correctness,angle-wrap,High,High,verified,"Course unwrap typo: 'heading - heading > 180' never true, so northerly crossi...","collateData() is meant to unwrap ownship courses across 0/360 before the steady-course statistics run, but the second branch compares heading with itself (always 0) instead of with previousHeading. Only the 359->1 direction is unwrapped; a 1->359 step is left as a 358 degree jump, so max-min range, stdev and regression tests in SCAlgorithms all fail and the steady-heading interval is broken or never detected. This is the production ownship leg slicer (StackedDotHelper.sliceOwnship uses AlternateLegWrapper whenever the course data is not artificial).",L58-L61,"Ownship track steering ~000 with normal jitter, e.g. courses 002, 358, 001, 359 (python check: [5,355,5,350] -> [5,355,365,350], first step left as 350 jump)",Change the second condition to 'heading - previousHeading > 180.0'; add a unit test with courses oscillating either side of north and assert a single steady leg.,S,Needs reading the intent of the two-branch unwrap to notice the self-comparison; a linter might flag x-x but not the algorithmic consequence.,-,
CR-039,A9,org.mwc.cmap.legacy,MWC.Utilities.ReaderWriter.XML,MWCXMLReader,org.mwc.cmap.legacy/src/MWC/Utilities/ReaderWriter/XML/MWCXMLReader.java,algorithm-correctness,locale-parsing,High,High,verified,readThisDouble silently truncates comma-decimal and garbage-suffixed numbers,"readThisDouble parses with a Locale.UK DecimalFormat first and only falls back to the comma (FRANCE) format on ParseException. DecimalFormat.parse is a prefix parser: it never throws for '22,5', '12.5abc', '1e5' or '22 10', so the comma fallback is unreachable and the value is silently truncated (verified with JDK 21: '22,5'->22.0, '239,9'->239.0, '1e5'->1.0, '12.5abc'->12.5). Every REP line importer (ImportFix lat/lon/course/depth, sensors, TMA, shapes) relies on this helper, so a European-formatted REP file yields wrong positions/courses with no error.",L153-L163; L222-L241,"REP fix line '951212 051600 NELSON @C 22 10 53,54 N 21 45 14,20 W 239,9 2.0 0' (comma decimals) imports as 53 s / 14 s / 239 deg with no warning","Parse with ParsePosition and require pos.getIndex()==trimmed.length(); if the UK parse does not consume the whole token, try the comma format, else throw ParseException. Alternatively use Double.parseDouble after normalising the decimal separator.",S,Requires knowing DecimalFormat.parse prefix semantics and tracing that the comma fallback branch is dead; not grep-able.,-,
CR-040,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.Antares,ImportAntaresImpl,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/Antares/ImportAntaresImpl.java,algorithm-correctness,unit-mismatch,High,High,candidate,Antares course (degrees) and speed (knots) stored raw as Fix radians / yards-...,"loadThisLine parses course, speed and depth with Double.parseDouble and passes course and speed straight into new Fix(date, location, course, speed). Fix stores course in radians and speed in yards/sec (every other importer converts, e.g. ImportFix L846-847 Degs2Rads/Kts2Yps). A course of 30 in the file becomes 30 rad (=1718 deg mod 360 = 278 deg) and 2 kts becomes 2 yps (=3.55 kts). ImportAntaresTest L72-74 asserts fixWrapper.getCourse()==30 and getFix().getSpeed()==2, enshrining the wrong units.",L156-L171,'TRACK/010530Z/2512.0N-03010.5W/30/2/-5//' imports with course 278.3 deg and speed 3.55 kts,"Convert: Conversions.Degs2Rads(course) and Conversions.Kts2Yps(speed) (confirm file units with the format spec), and fix the unit test expectations.",S,Requires knowing the Fix constructor's unit contract; the code compiles and tests pass.,-,
CR-041,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.FlatFile,NMEA_Radar_FileImporter,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/FlatFile/NMEA_Radar_FileImporter.java,bug,time-handling,High,High,verified,"Radar log timestamps parsed with 12-hour 'hh': PM records dropped, noon recor...","getDate builds a non-lenient GMTDateFormat('yyMMdd_hhmmss'); 'hh' is the 1-12 clock-hour field. Verified on JDK 21: '700101_130601' and '700101_000601' throw ParseException (readLine returns Optional.empty and the record is silently dropped, only System.out), while '700101_120601' parses as 00:06:01, i.e. noon records are placed 12 hours early. Any $RATTM log covering 12:00-23:59 or 00:00-00:59 loses or misplaces contacts.",L330-L333; L351; L364-L367,"Radar log line '700101_130601:$RATTM,002,0.665,224.7,T,0.17,31.2,R,0.16,99.99,N,,T,,,A*2A' is rejected; '700101_120601:...' is stored at 00:06:01",Use pattern 'yyMMdd_HHmmss'. Also report skipped lines through the ErrorLogger instead of System.out.,S,Requires knowing SimpleDateFormat hh vs HH semantics with lenient=false; a regex grep would not flag it.,-,
CR-042,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.Nisida,ImportNisida,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/Nisida/ImportNisida.java,bug,locale-parsing,High,High,verified,UNIT month parsed with default-locale SimpleDateFormat('MMMyy'); non-English ...,"importThis creates new SimpleDateFormat('MMMyy') with the platform default locale (also default time zone). Verified: with Locale.GERMANY 'MAR20' and 'OCT20' throw ParseException. processUnit then only appends an error and leaves status.year/month at 0, and parseTimestamp (L362-366) builds every subsequent timestamp from year 0 / month 0, so all fixes, contacts and narratives get bogus dates while the import 'succeeds'. Separately, timestamps carry day-of-month only, so a report spanning a month boundary rolls back a month (L365).",L253; L801-L812; L362-L366,NISIDA file starting 'UNIT/ADRI/OCT20/...' opened on a JVM with a German or French default locale,"Use new SimpleDateFormat('MMMyy', Locale.ENGLISH) with GMT time zone, and abort (or refuse to create fixes) when the UNIT date failed to parse.",S,"Locale-default SimpleDateFormat is grep-able, but the year-0 silent consequence needs the state flow.",-,
CR-043,A9,org.mwc.debrief.legacy,Debrief.ReaderWriter.Replay,ImportNarrative,org.mwc.debrief.legacy/src/Debrief/ReaderWriter/Replay/ImportNarrative.java,bug,silent-data-loss,High,High,candidate,Exported ;NARRATIVE: lines omit the track name (return value of exportTrackNa...,"exportThis calls ImportFix.exportTrackName(theEntry.getTrackName(), line) but ignores its return value, so the written line is ';NARRATIVE: <dtg> <entry text>' with no track column. On re-import readThisLine (L289-292) consumes the first word of the entry text as the track name, so every exported narrative loses its source track and the first word of its text. ImportNarrative2 (L358) does it correctly.",L237-L252,Export a narrative layer to REP (clipboard) and re-import: entry 'Contact regained' on track NELSON becomes track 'Contact' with text 'regained',"Assign the result: line = ImportFix.exportTrackName(theEntry.getTrackName(), line);",S,"Discarded-return-value on a String-building helper; CodeQL might flag unused return value, but the data-loss consequence needs the reader side.",-,
